No.	都道府県	市区町村	事業所名（屋号）	業種		還元率
23,351 	埼玉県	さいたま市浦和	区 　浮雨　ｕｎ　ｐｅｕ　アンプウ庵		サービス		飲食業	5%
23,352 	埼玉県	さいたま市浦和	区 ズムヘアー　ｉｓｍ　ｈａｉｒイ		サービス		理容・美容業	5%
23,353 	埼玉県	さいたま市浦和	区 ＩＳＯＵＲＩＲＥＶ		サービス		理容・美容業	5%
23,354 	埼玉県	さいたま市浦和	区 インズ浦和サロン山本里美ウ		サービス		理容・美容業	5%
23,355 	埼玉県	さいたま市浦和	区 インズ浦和サロン佐藤佳寿子ウ		サービス		理容・美容業	5%
23,356 	埼玉県	さいたま市浦和	区 田理容室上		サービス		理容・美容業	5%
23,357 	埼玉県	さいたま市浦和	区 広場　北浦和店歌		サービス		飲食業	5%
23,358 	埼玉県	さいたま市浦和	区 田屋煎餅店内		小売業		食料品	5%
23,359 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和裏門通り店セ		小売業		食料品	2%
23,360 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和駅北口店セ		小売業		食料品	2%
23,361 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和駅西口店セ		小売業		食料品	2%
23,362 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和木崎２丁目店セ		小売業		食料品	2%
23,363 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和瀬ヶ崎店セ		小売業		食料品	2%
23,364 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和常盤５丁目店セ		小売業		食料品	2%
23,365 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和常盤１０丁目店セ		小売業		食料品	2%
23,366 	埼玉県	さいたま市浦和	区 ブンーイレブン浦和常盤店セ		小売業		食料品	2%
23,367 	埼玉県	さいたま市浦和	区 和　マスヤ浦		小売業		衣料品	5%
23,368 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和元町中央店セ		小売業		食料品	2%
23,369 	埼玉県	さいたま市浦和	区 ブン－イレブン浦和元町２丁目店セ		小売業		食料品	2%
23,370 	埼玉県	さいたま市浦和	区 転代行（同）ゼロサービス　１運		サービス		運輸業	5%
23,371 	埼玉県	さいたま市浦和	区 ステサロンロゼッタエ		サービス		その他サービス	5%
23,372 	埼玉県	さいたま市浦和	区 戸前がってん寿司　浦和西口店江		サービス		飲食業	5%
23,373 	埼玉県	さいたま市浦和	区 ル　レガロエ		サービス		飲食業	5%
23,374 	埼玉県	さいたま市浦和	区 ンドーデンキ仲町店エ		小売業		電化製品	5%
23,375 	埼玉県	さいたま市浦和	区 ａｓｉｓ Ｎａｔｕｒａｌ 浦和店Ｏ		サービス		理容・美容業	5%
23,376 	埼玉県	さいたま市浦和	区 原薬局大		小売業		その他小売	5%
23,377 	埼玉県	さいたま市浦和	区 ｐｅｎ　Ｋｉｔｃｈｅｎ　然Ｏ		サービス		飲食業	5%
23,378 	埼玉県	さいたま市浦和	区 山税理士事務所大		サービス		その他サービス	5%
23,379 	埼玉県	さいたま市浦和	区 リックスレンタカー浦和駅前店オ		サービス		その他サービス	2%
23,380 	埼玉県	さいたま市浦和	区 ジュアル和食と地酒しおさかカ		サービス		飲食業	5%
23,381 	埼玉県	さいたま市浦和	区 ａｆｆｅ ｂａｒ ＰＯＮＴＥｃ		サービス		飲食業	5%
23,382 	埼玉県	さいたま市浦和	区 ａｆｆｅ＆ｂａｒＰＯＮＴＥｃ		サービス		飲食業	5%
23,383 	埼玉県	さいたま市浦和	区 ａｆｆｅＢａｃｉＣ		サービス		飲食業	5%
23,384 	埼玉県	さいたま市浦和	区 式会社ハートフルスマイル株		サービス		理容・美容業	5%
23,385 	埼玉県	さいたま市浦和	区 レーハウスＣｏＣｏ壱番屋ＪＲ北浦和駅前店  カ		サービス		飲食業	2%
23,386 	埼玉県	さいたま市浦和	区 町スペインバルクズザンポ岸		サービス		飲食業	5%
23,387 	埼玉県	さいたま市浦和	区 ブン－イレブン北浦和公園前店セ		小売業		食料品	2%
23,388 	埼玉県	さいたま市浦和	区 ブン－イレブン北浦和３丁目店セ		小売業		食料品	2%
23,389 	埼玉県	さいたま市浦和	区 ッチン　スティック?トゥキ		サービス		飲食業	5%
23,390 	埼玉県	さいたま市浦和	区 ょうざの満洲　北浦和西口店ぎ		サービス		飲食業	5%
23,391 	埼玉県	さいたま市浦和	区 らく屋　北浦和店き		小売業		衣料品	5%
23,392 	埼玉県	さいたま市浦和	区 下と生活雑貨のお店さきっちょ靴		小売業		衣料品	5%
23,393 	埼玉県	さいたま市浦和	区 ｒｅｅｎーＮＯＡＧ		サービス		その他サービス	5%
23,394 	埼玉県	さいたま市浦和	区 リーンパルグ		小売業		食料品	5%
23,395 	埼玉県	さいたま市浦和	区 アサポート彩玉ケ		サービス		運輸業	5%
23,396 	埼玉県	さいたま市浦和	区 タイムコ		サービス		その他サービス	5%
23,397 	埼玉県	さいたま市浦和	区 ミックバスター 浦和店コ		サービス		その他サービス	2%
23,398 	埼玉県	さいたま市浦和	区 ＨＥ　ＯＲＩＥＮＴＡＬＳＴ		サービス		その他サービス	5%
23,399 	埼玉県	さいたま市浦和	区 ブン－イレブンさいたま上木崎２丁目店  セ		小売業		食料品	2%
23,400 	埼玉県	さいたま市浦和	区 ブン－イレブンさいたま仲町２丁目店  セ		小売業		食料品	2%
23,401 	埼玉県	さいたま市浦和	区 丸　さいまる彩		サービス		飲食業	5%
23,402 	埼玉県	さいたま市浦和	区 蔵力浦和本店酒		サービス		飲食業	5%
23,403 	埼玉県	さいたま市浦和	区 ムシングサ		サービス		飲食業	5%
23,404 	埼玉県	さいたま市浦和	区 ＨＡＮＣＥ　ｈａｉｒ＆ｓｐａＣ		サービス		理容・美容業	5%
23,405 	埼玉県	さいたま市浦和	区 理加工カラクリ修		サービス		その他サービス	5%
23,406 	埼玉県	さいたま市浦和	区 菜料理でんご旬		サービス		飲食業	5%
23,407 	埼玉県	さいたま市浦和	区 ｔｕｄｉｏ　ｔｏｎｉｎｇｓ		サービス		その他サービス	5%
23,408 	埼玉県	さいたま市浦和	区 ｐｉｃａＳ		小売業		衣料品	5%
23,409 	埼玉県	さいたま市浦和	区 火やきとり 浦和弁慶炭		サービス		飲食業	5%
23,410 	埼玉県	さいたま市浦和	区 火焼鳥家ちきちき炭		サービス		飲食業	5%
23,411 	埼玉県	さいたま市浦和	区 活彩家さいたま市役所店生		小売業		総合（非専門）	2%
23,412 	埼玉県	さいたま市浦和	区 麦　孤丘蕎		サービス		飲食業	5%
23,413 	埼玉県	さいたま市浦和	区 ば茶屋遊彩　石本家そ		サービス		飲食業	5%
23,414 	埼玉県	さいたま市浦和	区 ｉｎｉｎｇ　斗乃蔵Ｄ		サービス		飲食業	5%
23,415 	埼玉県	さいたま市浦和	区 かはしでんきた		小売業		電化製品	5%
23,416 	埼玉県	さいたま市浦和	区 ＡＢＡＳＡ　浦和店Ｔ		小売業		衣料品	5%
23,417 	埼玉県	さいたま市浦和	区 ＡＮＴＥ　与野駅前店Ｃ		サービス		理容・美容業	5%
23,418 	埼玉県	さいたま市浦和	区 華料理 香香中		サービス		飲食業	5%
23,419 	埼玉県	さいたま市浦和	区 タリアのごはんとワインチルコロイ		サービス		飲食業	5%
23,420 	埼玉県	さいたま市浦和	区 染め専門　髪結処　染や　北浦和店艶		サービス		理容・美容業	5%
23,421 	埼玉県	さいたま市浦和	区 ィアラ整骨院テ		サービス		その他サービス	5%
23,422 	埼玉県	さいたま市浦和	区 ｉａＲｉｌｙＤ		サービス		理容・美容業	5%
23,423 	埼玉県	さいたま市浦和	区 ィーエヌ浦和店　浦和店テ		サービス		理容・美容業	2%
23,424 	埼玉県	さいたま市浦和	区 ィエヌ浦和店テ		サービス		その他サービス	2%
23,425 	埼玉県	さいたま市浦和	区 と浜と		サービス		飲食業	5%
23,426 	埼玉県	さいたま市浦和	区 ｏｔｏｒｏｎｔ		サービス		その他サービス	5%
23,427 	埼玉県	さいたま市浦和	区ｔｏｔｏｒｏｎ　Ｒｅｌａｘａｔｉｏｎ　Ｓａｌｏｎ　ｔｏｔｏｒｏｎ		サービス		その他サービス	5%
23,428 	埼玉県	さいたま市浦和	区 ヨタレンタリース埼玉　浦和西口店ト		サービス		その他サービス	2%
23,429 	埼玉県	さいたま市浦和	区 ヨタレンタリース埼玉浦和駅前店ト		サービス		その他サービス	2%
23,430 	埼玉県	さいたま市浦和	区 ヨタレンタリース埼玉北浦和駅前店ト		サービス		その他サービス	2%
23,431 	埼玉県	さいたま市浦和	区 ヨタレンタリース埼玉　浦和駅前店ト		サービス		その他サービス	2%
23,432 	埼玉県	さいたま市浦和	区 ヨタレンタリース埼玉　浦和西口店ト		サービス		その他サービス	2%
23,433 	埼玉県	さいたま市浦和	区 ヨタレンタリース埼玉　北浦和駅前店  ト		サービス		その他サービス	2%
23,434 	埼玉県	さいたま市浦和	区 露路斗		サービス		飲食業	5%
23,435 	埼玉県	さいたま市浦和	区 つめ庵な		サービス		飲食業	5%
23,436 	埼玉県	さいたま市浦和	区 の万世　北浦和店肉		サービス		飲食業	5%
23,437 	埼玉県	さいたま市浦和	区 勝 シバタ音楽教室 ドレミパン日		小売業		食料品	5%
23,438 	埼玉県	さいたま市浦和	区 ｕ．Ｎ		サービス		理容・美容業	5%
23,439 	埼玉県	さいたま市浦和	区 イルサロンラグジェネ		サービス		理容・美容業	5%
23,440 	埼玉県	さいたま市浦和	区 ティスリー　ポルトボヌールパ		小売業		食料品	5%
23,441 	埼玉県	さいたま市浦和	区 ピネスハ		サービス		理容・美容業	5%
23,442 	埼玉県	さいたま市浦和	区 ブン－イレブン針ヶ谷店セ		小売業		食料品	2%
23,443 	埼玉県	さいたま市浦和	区   ＳＴＡＮＤＡＲＤＢ?		小売業		衣料品	5%
23,444 	埼玉県	さいたま市浦和	区 ｉｍａｒｉｈ		サービス		理容・美容業	5%
23,445 	埼玉県	さいたま市浦和	区 容室Ｍｏｄｅｒａｔｅ美		サービス		理容・美容業	5%
23,446 	埼玉県	さいたま市浦和	区 ラヴァンド美		サービス		理容・美容業	5%
23,447 	埼玉県	さいたま市浦和	区 ェイシャルサロンエレガフ		サービス		理容・美容業	5%
23,448 	埼玉県	さいたま市浦和	区 ＲＡＶＡＳＰ		サービス		その他サービス	5%
23,449 	埼玉県	さいたま市浦和	区 レッシュネスバーガー浦和フ		サービス		飲食業	2%
23,450 	埼玉県	さいたま市浦和	区 レンチ居酒屋ＢｏｎＴｉｇｇｅｒフ		サービス		飲食業	5%
23,451 	埼玉県	さいたま市浦和	区 ロッサム　北浦和店ブ		サービス		理容・美容業	5%
23,452 	埼玉県	さいたま市浦和	区 アーアンドスパ　パームヘ		サービス		理容・美容業	5%
23,453 	埼玉県	さいたま市浦和	区ｈａｉｒ　ｓａｌｏｎ　レインボー　Ｈａｉｒ　ｓａｌｏｎ　レインボー		サービス		理容・美容業	5%
23,454 	埼玉県	さいたま市浦和	区 アーサロンレインボーヘ		サービス		理容・美容業	5%
23,455 	埼玉県	さいたま市浦和	区 アサロンスクーターヘ		サービス		理容・美容業	5%
23,456 	埼玉県	さいたま市浦和	区 ａｉｒ　Ｓｔｕｄｉｏ　Ｌｅａｖｅｓ　与野店  Ｈ		サービス		理容・美容業	5%
23,457 	埼玉県	さいたま市浦和	区 ナファクトリー与野店ヘ		サービス		理容・美容業	5%
23,458 	埼玉県	さいたま市浦和	区 ｏｕｚｕＢ		サービス		理容・美容業	5%
23,459 	埼玉県	さいたま市浦和	区 ォトガーデン キラリ 浦和 浦和店フ		サービス		その他サービス	5%
23,460 	埼玉県	さいたま市浦和	区 ンドールボ		サービス		飲食業	5%
23,461 	埼玉県	さいたま市浦和	区 ンドール北浦和サロンボ		サービス		飲食業	5%
23,462 	埼玉県	さいたま市浦和	区 ンドール北浦和店ボ		サービス		飲食業	5%
23,463 	埼玉県	さいたま市浦和	区 ンドールさいたま市役所店ボ		サービス		飲食業	5%
23,464 	埼玉県	さいたま市浦和	区 崎哲也税理士事務所 松崎哲也税理士事務所  松		サービス		その他サービス	5%
23,465 	埼玉県	さいたま市浦和	区 与志松		サービス		飲食業	5%
23,466 	埼玉県	さいたま市浦和	区 嶋商店水		小売業		食料品	5%
23,467 	埼玉県	さいたま市浦和	区 ｉｃｈｅＭ		サービス		理容・美容業	5%
23,468 	埼玉県	さいたま市浦和	区 ｅｌｔｙ浦和Ｍ		サービス		理容・美容業	5%
23,469 	埼玉県	さいたま市浦和	区 ａｕｒｉｃｅｓＭ		サービス		理容・美容業	5%
23,470 	埼玉県	さいたま市浦和	区 ｏｌａ－ｍｏｌａｈａｉｒｍ		サービス		理容・美容業	5%
23,471 	埼玉県	さいたま市浦和	区 肉　山河　北浦和店焼		サービス		飲食業	5%
23,472 	埼玉県	さいたま市浦和	区 マハショップ浦和東ヤ		小売業		その他小売	5%
23,473 	埼玉県	さいたま市浦和	区  本田商店有		小売業		食料品	5%
23,474 	埼玉県	さいたま市浦和	区 　プロメッサラ		サービス		飲食業	5%
23,475 	埼玉県	さいたま市浦和	区 ａｐｉｓ【ラピス】Ｌ		サービス		その他サービス	5%
23,476 	埼玉県	さいたま市浦和	区 ＡＢＢＩＴ　ｈａｎｄＲ		サービス		その他サービス	5%
23,477 	埼玉県	さいたま市浦和	区 ｅｗａｓｈｒ		サービス		その他サービス	5%
23,478 	埼玉県	さいたま市浦和	区 の紅力		サービス		飲食業	5%
23,479 	埼玉県	さいたま市浦和	区 ブン－イレブン領家店セ		小売業		食料品	2%
23,480 	埼玉県	さいたま市浦和	区 理処石屋料		サービス		飲食業	5%
23,481 	埼玉県	さいたま市浦和	区 ｅｌａｔｏ　ＤＥＳＩＧＮ　ＣＯＲ		サービス		理容・美容業	5%
